Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
FontdevilaPovedano2024,https://pubmed.ncbi.nlm.nih.gov/39379597/,10.1038/s41598-024-75083-z,Examining the complex Interplay between gut microbiota abundance and short-chain fatty acid production in amyotrophic lateral sclerosis patients shortly after onset of disease.,2024,England,,,Scientific reports,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,,Michael Iter,,,,,,,,,,
PanLi2021,https://pubmed.ncbi.nlm.nih.gov/34869782/,10.1155/2021/5578958,Elderly Patients with Mild Cognitive Impairment Exhibit Altered Gut Microbiota Profiles.,2021,Egypt,Africa,,Journal of immunology research,Alzheimer’s disease (AD),,,,,,Main Text,,Michael Iter,,,,,,,,,,
WuJiang2025,https://pubmed.ncbi.nlm.nih.gov/39904582/,10.1177/03000605251314817,Gut microbial profiles of patients with optic neuritis or myasthenia gravis.,2025,England,,,The Journal of international medical research,Other,,,,,,Main Text,,Michael Iter,,,,,,,,,,
TsaiLai2025,https://pubmed.ncbi.nlm.nih.gov/41298658/,10.1038/s41598-025-26312-6,Elevated Lactobacillus salivarius and genus Akkermansia in fecal samples of Taiwanese patients with parkinson's disease and diabetes mellitus.,2025,England,,,Scientific reports,Parkinson’s disease (PD),,,,,,Main Text,gradient/subtypes;confounding disease,Michael Iter,,,,,,,,,,
HegelmaierLebbing2020,https://pubmed.ncbi.nlm.nih.gov/32041265/,10.3390/cells9020376,Interventional Influence of the Intestinal Microbiome Through Dietary Intervention and Bowel Cleansing Might Improve Motor Symptoms in Parkinson's Disease.,2020,Switzerland,Europe,,Cells,Parkinson’s disease (PD),,,,,,Main Text,intervention,Michael Iter,,,,,,,,,,
VidalMartinezChin2020,https://pubmed.ncbi.nlm.nih.gov/31561385/,10.3233/JPD-191693,"A Pilot Microbiota Study in Parkinson's Disease Patients versus Control Subjects, and Effects of FTY720 and FTY720-Mitoxy Therapies in Parkinsonian and Multiple System Atrophy Mouse Models.",2020,United States,North America,,Journal of Parkinson's disease,"Multiple system atrophy (MSA), Multiple sclerosis (MS), Parkinson’s disease (PD)",,,,,,Main Text,,Michael Iter,,,,,,,,,,
MiyakeKim2015,https://pubmed.ncbi.nlm.nih.gov/26367776/,10.1371/journal.pone.0137429,"Dysbiosis in the Gut Microbiota of Patients with Multiple Sclerosis, with a Striking Depletion of Species Belonging to Clostridia XIVa and IV Clusters.",2015,United States,North America,,PloS one,Multiple sclerosis (MS),,,,,,Main Text,,Michael Iter,,,,,,,,,,
YangJiang2025,https://pubmed.ncbi.nlm.nih.gov/40947000/,10.1016/j.brainres.2025.149948,Changes in gut microbiota and plasma metabolites in Parkinson's disease patients with pain as analyzed by 16S rDNA sequencing and LC-MS.,2025,Netherlands,Europe,,Brain research,Parkinson’s disease (PD),,,,,,Main Text,gradient/subtypes,Michael Iter,,,,,,,,,,
BauchBaur2025,https://pubmed.ncbi.nlm.nih.gov/40429881/,10.3390/ijms26104735,Prognostic Value of a Multivariate Gut Microbiome Model for Progression from Normal Cognition to Mild Cognitive Impairment Within 4 Years.,2025,Switzerland,Europe,,International journal of molecular sciences,Alzheimer’s disease (AD),,,,,,Main Text,,Michael Iter,,,,,,,,,,
WallenDemirkan2022,https://pubmed.ncbi.nlm.nih.gov/36376318/,10.1038/s41467-022-34667-x,Metagenomics of Parkinson's disease implicates the gut microbiome in multiple disease mechanisms.,2022,England,,,Nature communications,Parkinson’s disease (PD),,,,,,Main Text,,Michael Iter,,,,,,,,,,
NgoRestuadi2020,https://pubmed.ncbi.nlm.nih.gov/32643435/,10.1080/21678421.2020.1772825,Progression and survival of patients with motor neuron disease relative to their fecal microbiota.,2020,England,,,Amyotrophic lateral sclerosis & frontotemporal degeneration,"Amyotrophic lateral sclerosis (ALS), Alzheimer’s disease (AD), Parkinson’s disease (PD)",,,,,,Main Text,,Michael Iter,,,,,,,,,,
OezguenYalcinkaya2019,https://pubmed.ncbi.nlm.nih.gov/31172918/,,Microbiota stratification identifies disease-specific alterations in neuro-Behçet's disease and multiple sclerosis.,2019,Italy,Europe,,Clinical and experimental rheumatology,Multiple sclerosis (MS),,,,,,Main Text,,Michael Iter,,,,,,,,,,
LiaquatLe2025,https://pubmed.ncbi.nlm.nih.gov/40600491/,10.1080/19490976.2025.2526133,APOE4 genotype shapes the role of dietary fibers in cognitive health through gut microbiota changes.,2025,United States,North America,,Gut microbes,"Alzheimer’s disease (AD), Spinal cord injury (SCI)",,,,,,Main Text,,Michael Iter,,,,,,,,,,
CastilloÁlvarezPérezMatute2021,https://pubmed.ncbi.nlm.nih.gov/34537163/,10.1016/j.nrleng.2020.05.006,The influence of interferon β-1b on gut microbiota composition in patients with multiple sclerosis.,2021,Spain,Europe,,Neurologia,Multiple sclerosis (MS),,,,,,Main Text,intervention,Michael Iter,,,,,,,,,,
MekkyWani2022,https://pubmed.ncbi.nlm.nih.gov/35158462/,10.1016/j.msard.2021.103354,Molecular characterization of the gut microbiome in egyptian patients with remitting relapsing multiple sclerosis.,2022,Netherlands,Europe,,Multiple sclerosis and related disorders,Multiple sclerosis (MS),,,,,,Main Text,,Michael Iter,,,,,,,,,,
TankouRegev2018,https://pubmed.ncbi.nlm.nih.gov/29679417/,10.1002/ana.25244,A probiotic modulates the microbiome and immunity in multiple sclerosis.,2018,United States,North America,,Annals of neurology,Multiple sclerosis (MS),,,,,,Main Text,intervention,Michael Iter,,,,,,,,,,
MolesDelgado2022,https://pubmed.ncbi.nlm.nih.gov/36325343/,10.3389/fimmu.2022.960761,Microbial dysbiosis and lack of SCFA production in a Spanish cohort of patients with multiple sclerosis.,2022,Switzerland,Europe,,Frontiers in immunology,Multiple sclerosis (MS),,,,,,Main Text,intervention,Michael Iter,,,,,,,,,,
NitzanStaunRam2023,https://pubmed.ncbi.nlm.nih.gov/37834472/,10.3390/ijms241915024,"Multiple Sclerosis-Associated Gut Microbiome in the Israeli Diverse Populations: Associations with Ethnicity, Gender, Disability Status, Vitamin D Levels, and Mediterranean Diet.",2023,Switzerland,Europe,,International journal of molecular sciences,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
ReyndersDevolder2020,https://pubmed.ncbi.nlm.nih.gov/32162850/,10.1002/acn3.51004,Gut microbiome variation is associated to Multiple Sclerosis phenotypic subtypes.,2020,United States,North America,,Annals of clinical and translational neurology,Multiple sclerosis (MS),,,,,,Main Text,gradient/subtypes,Lennel A. Camuy-Vélez,,,,,,,,,,
CantoniLin2022,https://pubmed.ncbi.nlm.nih.gov/35094961/,10.1016/j.ebiom.2021.103798,Alterations of host-gut microbiome interactions in multiple sclerosis.,2022,Netherlands,Europe,,EBioMedicine,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
FengTang2025,https://pubmed.ncbi.nlm.nih.gov/39821830/,10.1007/s11427-024-2653-2,Landscapes of gut microbiome and blood metabolomic signatures in relapsing remitting multiple sclerosis.,2025,China,Asia,,Science China. Life sciences,Multiple sclerosis (MS),,,,,,Main Text,gradient/subtypes,Lennel A. Camuy-Vélez,,,,,,,,,,
VenturaIizumi2019,https://pubmed.ncbi.nlm.nih.gov/31705027/,10.1038/s41598-019-52894-z,Gut microbiome of treatment-naïve MS patients of different ethnicities early in disease course.,2019,England,,,Scientific reports,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
JangiGandhi2016,https://pubmed.ncbi.nlm.nih.gov/27352007/,10.1038/ncomms12015,Alterations of the human gut microbiome in multiple sclerosis.,2016,England,,,Nature communications,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
KishikawaOgawa2020,https://pubmed.ncbi.nlm.nih.gov/33363050/,10.3389/fcimb.2020.585973,A Metagenome-Wide Association Study of Gut Microbiome in Patients With Multiple Sclerosis Revealed Novel Disease Pathology.,2020,Switzerland,Europe,,Frontiers in cellular and infection microbiology,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
KongChen2023,https://pubmed.ncbi.nlm.nih.gov/37642736/,10.1007/s00415-023-11961-2,Gut microbiota and metabolome in sporadic Creutzfeldt-Jakob disease.,2023,Germany,Europe,,Journal of neurology,Other,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
YangZhao2024,https://pubmed.ncbi.nlm.nih.gov/39478468/,10.1186/s12883-024-03926-3,Quantitative proteomics and multi-omics analysis identifies potential biomarkers and the underlying pathological molecular networks in Chinese patients with multiple sclerosis.,2024,England,,,BMC neurology,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
CreeSpencer2016,https://pubmed.ncbi.nlm.nih.gov/27398819/,10.1002/ana.24718,Gut microbiome analysis in neuromyelitis optica reveals overabundance of Clostridium perfringens.,2016,United States,North America,,Annals of neurology,Multiple sclerosis (MS),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
SajiTsuduki2022,https://pubmed.ncbi.nlm.nih.gov/34952361/,10.1016/j.nut.2021.111524,"Relationship between the Japanese-style diet, gut microbiota, and dementia: A cross-sectional study.",2022,United States,North America,,"Nutrition (Burbank, Los Angeles County, Calif.)",Dementia,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
SajiSaito2022,https://pubmed.ncbi.nlm.nih.gov/35213381/,10.3233/JAD-215653,"Relationship Between Plasma Lipopolysaccharides, Gut Microbiota, and Dementia: A Cross-Sectional Study.",2022,United States,North America,,Journal of Alzheimer's disease : JAD,Dementia,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
GongLiu2021,https://pubmed.ncbi.nlm.nih.gov/35046950/,10.3389/fimmu.2021.791780,Disturbance of Gut Bacteria and Metabolites Are Associated with Disease Severity and Predict Outcome of NMDAR Encephalitis: A Prospective Case-Control Study.,2021,Switzerland,Europe,,Frontiers in immunology,Other,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
StadlbauerEngertsberger2020,https://pubmed.ncbi.nlm.nih.gov/32690030/,10.1186/s12877-020-01644-2,"Dysbiosis, gut barrier dysfunction and inflammation in dementia: a pilot study.",2020,England,,,BMC geriatrics,Dementia,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
CheneyCostello2023,https://pubmed.ncbi.nlm.nih.gov/36639365/,10.1038/s41467-023-35787-8,Gut microbiome dysbiosis drives metabolic dysfunction in Familial dysautonomia.,2023,England,,,Nature communications,Other,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
WeiZhang2022,https://pubmed.ncbi.nlm.nih.gov/35879681/,10.1186/s12883-022-02804-0,Gut microbiome changes in anti-N-methyl-D-aspartate receptor encephalitis patients.,2022,England,,,BMC neurology,Other,,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
SajiMurotani2019,https://pubmed.ncbi.nlm.nih.gov/31852995/,10.1038/s41598-019-55851-y,The relationship between the gut microbiome and mild cognitive impairment in patients without dementia: a cross-sectional study conducted in Japan.,2019,England,,,Scientific reports,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
ShiWang2023,https://pubmed.ncbi.nlm.nih.gov/36795141/,10.1007/s00253-023-12410-w,The alteration of intestinal mucosal α-synuclein expression and mucosal microbiota in Parkinson's disease.,2023,Germany,Europe,,Applied microbiology and biotechnology,Parkinson’s disease (PD),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
CirsteaKliger2022,https://pubmed.ncbi.nlm.nih.gov/35275538/,10.3233/JAD-215520,The Oral and Fecal Microbiota in a Canadian Cohort of Alzheimer's Disease.,2022,United States,North America,,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),,,,,,Main Text,,Lennel A. Camuy-Vélez,,,,,,,,,,
DilmoreMartino2023,https://pubmed.ncbi.nlm.nih.gov/37017243/,10.1002/alz.13007,"Effects of a ketogenic and low-fat diet on the human metabolome, microbiome, and foodome in adults at risk for Alzheimer's disease.",2023,United States,North America,,Alzheimer's & dementia : the journal of the Alzheimer's Association,Alzheimer’s disease (AD),,,,,,Main Text,intervention,Lennel A. Camuy-Vélez,,,,,,,,,,
WangZhang2024,https://pubmed.ncbi.nlm.nih.gov/39213074/,10.3233/JAD-240597,Characterizing Gut Microbiota in Older Chinese Adults with Cognitive Impairment: A Cross-Sectional Study.,2024,Australia,Oceania,16S,Journal of Alzheimer's disease : JAD,,Decrease,Yes,"Shigella, Acidaminococcus, Synergistes, Pyramidobacter, Alistipes, Pseudomonas, Fusobacterium, Aquabacterium, Stenotrophomonas, Sediminibacterium","Firmicutes, Proteobacteria, Bacteroides",,Main Text,,Meika Tomita,,,,,,,,,,
YuanTan2024,https://pubmed.ncbi.nlm.nih.gov/38151560/,10.1007/s11356-023-31504-6,Air particulate pollution exposure associated with impaired cognition via microbiota gut-brain axis: an evidence from rural elderly female in northwest China.,2024,Germany,Europe,,Environmental science and pollution research international,Dementia,,,,,,Main Text,gradient/subtypes,Meika Tomita,,,,,,,,,,
LiangFu2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9661756/,10.1186/s40035-022-00323-z,"Gut microbiome, cognitive function and brain structure: a multi-omics integration analysis",2022,China,Asia,Both,Translational Neurodegeneration,"Alzheimer’s disease (AD), Dementia",,Yes,Dorea longicatena,Odoribacter; Butyricimonas; Bacteroides,,Main Text,,Fnu Babita,,,,,,,,,,
ZhangWang2021,https://pubmed.ncbi.nlm.nih.gov/33871591/,10.1093/ajcn/nqab078,"Diet quality, gut microbiota, and microRNAs associated with mild cognitive impairment in middle-aged and elderly Chinese population.",2021,United States,North America,,The American journal of clinical nutrition,Alzheimer’s disease (AD),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
WeiHuang2025,https://pubmed.ncbi.nlm.nih.gov/40888486/,10.1177/13872877251372522,Role of Ruminococcus gnavus in the elderly with cognitive impairment: A case-control study and an animal experiment.,2025,United States,North America,,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
ChenFan2024,https://pubmed.ncbi.nlm.nih.gov/38999809/,10.3390/nu16132061,Association of Methyl Donor Nutrients' Dietary Intake and Cognitive Impairment in the Elderly Based on the Intestinal Microbiome.,2024,Switzerland,Europe,,Nutrients,Dementia,,,,,,Main Text,,Meika Tomita,,,,,,,,,,
KleeAho2024,https://pubmed.ncbi.nlm.nih.gov/38706292/,10.14283/jpad.2024.19,Education as Risk Factor of Mild Cognitive Impairment: The Link to the Gut Microbiome.,2024,United States,North America,,The journal of prevention of Alzheimer's disease,"Dementia, Parkinson’s disease (PD)",,,,,,Main Text,,Meika Tomita,,,,,,,,,,
LiuLv2024,https://pubmed.ncbi.nlm.nih.gov/38211635/,10.1016/j.bbi.2024.01.010,Microbiota-microglia crosstalk between Blautia producta and neuroinflammation of Parkinson's disease: A bench-to-bedside translational approach.,2024,Netherlands,Europe,,"Brain, behavior, and immunity",Parkinson’s disease (PD),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
ChaudhariJain2023,https://pubmed.ncbi.nlm.nih.gov/37213047/,10.1007/s11357-023-00799-1,Unique trans-kingdom microbiome structural and functional signatures predict cognitive decline in older adults.,2023,Switzerland,Europe,,GeroScience,Dementia,,,,,,Main Text,,Meika Tomita,,,,,,,,,,
MarizzoniMirabelli2023,https://pubmed.ncbi.nlm.nih.gov/37254223/,10.1186/s13195-023-01218-5,A peripheral signature of Alzheimer's disease featuring microbiota-gut-brain axis markers.,2023,England,,,Alzheimer's research & therapy,Alzheimer’s disease (AD),,,,,,Main Text,gradient/subtypes,Meika Tomita,,,,,,,,,,
NieJing2023,https://pubmed.ncbi.nlm.nih.gov/36995383/,10.1007/s00253-023-12489-1,The link between increased Desulfovibrio and disease severity in Parkinson's disease.,2023,Germany,Europe,,Applied microbiology and biotechnology,Parkinson’s disease (PD),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
PellizoniLeite2021,https://pubmed.ncbi.nlm.nih.gov/33925359/,10.3390/ijerph18094621,Detection of Dysbiosis and Increased Intestinal Permeability in Brazilian Patients with Relapsing-Remitting Multiple Sclerosis.,2021,Switzerland,Europe,,International journal of environmental research and public health,Multiple sclerosis (MS),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
LiZhu2023,https://pubmed.ncbi.nlm.nih.gov/36931530/,10.1016/j.nbd.2023.106081,Metagenomic association analysis of cognitive impairment in community-dwelling older adults.,2023,United States,North America,,Neurobiology of disease,Dementia,,,,,,Main Text,gradient/subtypes,Meika Tomita,,,,,,,,,,
GongBa2022,https://pubmed.ncbi.nlm.nih.gov/36814376/,10.7555/JBR.36.20220198,Gut microbiota links with cognitive impairment in amyotrophic lateral sclerosis: A multi-omics study.,2022,China,Asia,,Journal of biomedical research,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
NiccolaiDi2021,https://pubmed.ncbi.nlm.nih.gov/34209688/,10.3390/biomedicines9070753,The Gut Microbiota-Immunity Axis in ALS: A Role in Deciphering Disease Heterogeneity?,2021,Switzerland,Europe,,Biomedicines,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
PavanGorthi2023,https://pubmed.ncbi.nlm.nih.gov/38229613/,10.4103/aian.aian_460_23,Dysbiosis of the Beneficial Gut Bacteria in Patients with Parkinson's Disease from India.,2023,India,Asia,,Annals of Indian Academy of Neurology,Parkinson’s disease (PD),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
DonaldsonFyfe2025,https://pubmed.ncbi.nlm.nih.gov/40126287/,10.3390/geriatrics10020037,Aging Gut-Brain Interactions: Pro-Inflammatory Gut Bacteria Are Elevated in Fecal Samples from Individuals Living with Alzheimer's Dementia.,2025,Switzerland,Europe,,"Geriatrics (Basel, Switzerland)","Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Meika Tomita,,,,,,,,,,
WanZhou2019,https://pubmed.ncbi.nlm.nih.gov/31680836/,10.3389/fnins.2019.01102,Alterations of the Gut Microbiota in Multiple System Atrophy Patients.,2019,Switzerland,Europe,,Frontiers in neuroscience,Multiple system atrophy (MSA),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
GalluzzoCapri2021,https://pubmed.ncbi.nlm.nih.gov/34206853/,10.3390/life11070620,Comparison of the Intestinal Microbiome of Italian Patients with Multiple Sclerosis and Their Household Relatives.,2021,Switzerland,Europe,,"Life (Basel, Switzerland)",Multiple sclerosis (MS),,,,,,Main Text,,Meika Tomita,,,,,,,,,,
BedarfRomano2025,https://pubmed.ncbi.nlm.nih.gov/40180909/,10.1038/s41531-025-00885-5,A prebiotic dietary pilot intervention restores faecal metabolites and may be neuroprotective in Parkinson's Disease.,2025,United States,North America,,NPJ Parkinson's disease,Parkinson’s disease (PD),,,,,,Main Text,intervention,Meika Tomita,,,,,,,,,,
StormLarsenMyhr2019,https://pubmed.ncbi.nlm.nih.gov/31798939/,10.1177/2055217319888767,Gut microbiota composition during a 12-week intervention with delayed-release dimethyl fumarate in multiple sclerosis - a pilot trial.,2019,United States,North America,,"Multiple sclerosis journal - experimental, translational and clinical",Multiple sclerosis (MS),,,,,,Main Text,intervention,Meika Tomita,,,,,,,,,,
FangWang2016,https://pubmed.ncbi.nlm.nih.gov/27703453/,10.3389/fmicb.2016.01479,Evaluation of the Microbial Diversity in Amyotrophic Lateral Sclerosis Using High-Throughput Sequencing.,2016,China,Asia,16S,Frontiers in microbiology,Amyotrophic lateral sclerosis (ALS),Not Reported,Not reported,Bacteroidetes; Dorea,Firmicutes; oscillibacter; anaerostipes; lachnospiraceae,LEfSe (LDA),Main Text,,Crystal X. Wang,,,,,,,,,,
RenGao2020,https://pubmed.ncbi.nlm.nih.gov/32161568/,10.3389/fneur.2020.00137,Gut Microbiota Altered in Mild Cognitive Impairment Compared With Normal Cognition in Sporadic Parkinson's Disease.,2020,China,Asia,16S,Frontiers in neurology,Parkinson’s disease (PD),Increase,Yes,Blautia; Ruminococcus; Alistipes; Barnesiella; Butyricimonas; Odoribacter,Veillonella; Bacteroidetes,LEfSe (LDA),Main Text,gradient/subtypes,Crystal X. Wang,,,,,,,,,,
ParaschivVacaras2024,https://pubmed.ncbi.nlm.nih.gov/38638559/,10.15698/mic2024.03.819,The effect of multiple sclerosis therapy on gut microbiota dysbiosis: a longitudinal prospective study.,2024,Romania,Europe,16S,"Microbial cell (Graz, Austria)",Multiple sclerosis (MS),No Difference,No,Prevotella stercorea; Bacteroidales,Faecalibacterium; Bifidobacterium; Coprococcus; Lachnospiraceae,LEfSe (LDA),Main Text,,Crystal X. Wang,,,,,,,,,,
LingZhu2020,https://pubmed.ncbi.nlm.nih.gov/33614635/,10.3389/fcell.2020.634069,Structural and Functional Dysbiosis of Fecal Microbiota in Chinese Patients With Alzheimer's Disease.,2020,China,Asia,16S,Frontiers in cell and developmental biology,Alzheimer’s disease (AD),Decrease,Not reported,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
ZapalaStefura2021,https://doi.org/10.3390/jcm10235698,10.3390/jcm10235698,Differences in the Composition of Gut Microbiota between Patients with Parkinson’s Disease and Healthy Controls: A Cohort Study,2021,Poland,Europe,16S,Journal of Clinical Medicine,Parkinson’s disease (PD),Increase,Yes,Parabacteroides merdae; Bacteroides massiliensis; Ruminococcus gauvreauii; Parabacteroides distasonis; Streptococcus mutans; Acidaminobacter hydrogenformans; Flavonifractor plautii; Clostridium hethewayi; Bilophila wadsworthia; Clostridium thermosuccinogenes,Eubacterium ramulus; Anaerostipes butyraticus; Megamonas funiformis; Balutia faecis; Bifidobacterium longum,,Main Text,,Fnu Babita,,,,,,,,,,
HerediaMateo2025,https://pubmed.ncbi.nlm.nih.gov/40612463/,10.1016/j.dib.2025.111778,Dataset on neuropsychological profile and microbiota composition in cognitively unimpaired elderly and Alzheimer's patients.,2025,Netherlands,Europe,,Data in brief,Alzheimer’s disease (AD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
VascellariPalmas2020,https://pubmed.ncbi.nlm.nih.gov/32934117/,10.1128/mSystems.00561-20,Gut Microbiota and Metabolome Alterations Associated with Parkinson's Disease.,2020,United States,North America,,mSystems,Parkinson’s disease (PD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
NishiwakiUeyama2022,https://pubmed.ncbi.nlm.nih.gov/36494405/,10.1038/s41531-022-00428-2,Gut microbiota in dementia with Lewy bodies.,2022,United States,North America,,NPJ Parkinson's disease,"Dementia, Alzheimer’s disease (AD), Parkinson’s disease (PD)",,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
CabreraCarrión2025,https://pubmed.ncbi.nlm.nih.gov/41029837/,10.1186/s13195-025-01862-z,"Gut microbiota characterization in ageing, mild cognitive impairment, and Alzheimer's disease in the context of mediterranean lifestyle in a Spanish population.",2025,England,,,Alzheimer's research & therapy,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
WasserMercieca2020,https://pubmed.ncbi.nlm.nih.gov/33005892/,10.1093/braincomms/fcaa110,"Gut dysbiosis in Huntington's disease: associations among gut microbiota, cognitive performance and clinical outcomes.",2020,England,,,Brain communications,Huntington’s disease (HD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
CerroniPietrucci2022,https://pubmed.ncbi.nlm.nih.gov/35741624/,10.3390/brainsci12060739,Not just a Snapshot: An Italian Longitudinal Evaluation of Stability of Gut Microbiota Findings in Parkinson's Disease.,2022,Switzerland,Europe,,Brain sciences,Parkinson’s disease (PD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
HouXu2021,https://pubmed.ncbi.nlm.nih.gov/33732104/,10.3389/fnins.2021.619051,APOE-ε4 Carrier Status and Gut Microbiota Dysbiosis in Patients With Alzheimer Disease.,2021,Switzerland,Europe,,Frontiers in neuroscience,Alzheimer’s disease (AD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
FanLin2023,https://pubmed.ncbi.nlm.nih.gov/37346147/,10.3389/fnagi.2023.1162057,Altered gut microbiota in older adults with mild cognitive impairment: a case-control study.,2023,Switzerland,Europe,,Frontiers in aging neuroscience,Alzheimer’s disease (AD),,,,,,Main Text,,Khanh Nguyen ,,,,,,,,,,
